Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,NumWebVisitsMonth,Complain,Response,Days_is_client,Kids,Expenses,TotalAcceptedCmp,TotalNumPurchases
1984,Postgraduate,Single,82733,9/10/2013,28,4,0,1,292,0,1323,0,20
1971,Postgraduate,Single,74290,8/12/2013,70,6,0,0,321,1,1217,2,32
1951,Postgraduate,Single,58217,11/17/2012,84,6,0,0,589,3,103,0,7
1976,Postgraduate,Partner,21024,7/4/2013,89,7,0,0,360,0,84,0,7
1972,Postgraduate,Partner,70116,1/26/2013,73,1,0,0,519,0,1536,0,23
1985,Graduate,Partner,54006,9/18/2012,42,7,0,0,649,1,581,0,18
1966,Postgraduate,Partner,69063,11/7/2012,16,3,0,0,599,1,928,0,14
1975,Graduate,Single,11448,12/15/2013,16,6,0,0,196,0,14,0,4
1971,Graduate,Partner,70886,10/14/2013,65,2,0,0,258,1,960,0,14
1973,Graduate,Single,60208,10/7/2012,13,7,0,1,630,2,656,1,29
1968,Postgraduate,Partner,32889,9/6/2013,78,5,0,0,296,2,55,0,9
1984,Graduate,Single,34738,5/11/2014,51,6,0,0,49,1,20,0,5
1971,Postgraduate,Partner,30538,10/1/2012,27,10,0,0,636,1,367,0,17
1977,Graduate,Partner,82326,3/10/2014,30,2,0,1,111,0,2257,3,22
1967,Postgraduate,Single,26642,3/1/2014,71,6,0,0,120,1,42,0,7
1964,Graduate,Single,69932,6/12/2013,97,4,0,0,382,1,1049,0,26
1972,Graduate,Single,44503,4/16/2014,83,6,0,0,74,2,48,0,7
1948,Postgraduate,Single,60200,1/2/2013,3,6,0,0,543,1,685,0,25
1952,Graduate,Single,49638,4/19/2014,71,2,0,0,71,1,39,0,5
1987,Graduate,Single,23830,2/7/2014,3,7,0,0,142,0,43,0,5
1959,Postgraduate,Single,33051,8/16/2012,15,9,0,1,682,0,835,0,21
1958,Graduate,Partner,72905,1/21/2014,52,1,0,0,159,0,1515,1,20
1951,Postgraduate,Partner,69702,2/19/2013,8,4,0,0,495,1,1039,0,26
1975,Graduate,Single,70300,7/15/2013,89,8,0,0,349,1,1596,0,26
1984,Postgraduate,Partner,70643,10/15/2012,66,6,0,1,622,0,1828,0,18
1969,Postgraduate,Partner,30396,4/30/2014,22,7,0,1,60,1,34,1,6
1968,Postgraduate,Single,50616,4/18/2014,56,7,0,0,72,1,149,0,10
1969,Postgraduate,Single,62772,5/19/2013,74,2,0,0,406,1,946,1,23
1985,Postgraduate,Single,30298,5/19/2014,48,3,0,0,41,0,28,0,6
1984,Graduate,Single,52413,11/3/2012,67,7,0,0,603,1,450,0,17
1957,Postgraduate,Partner,44155,1/19/2014,24,4,0,0,161,2,46,0,5
1971,Postgraduate,Single,86979,11/7/2013,67,2,0,1,234,0,1702,1,16
1975,Graduate,Partner,76532,9/9/2013,38,5,0,0,293,2,820,0,25
1982,Graduate,Partner,42081,2/26/2013,86,6,0,0,488,1,382,1,15
1989,Postgraduate,Partner,88420,5/2/2014,87,1,0,0,58,0,2069,3,20
1985,Graduate,Partner,31158,1/27/2013,62,8,0,0,518,1,72,0,7
1968,Graduate,Single,61671,6/3/2014,23,8,0,0,26,1,732,2,28
1974,Graduate,Single,69719,5/26/2014,99,1,0,0,34,0,801,0,11
1949,Graduate,Single,49160,10/20/2013,29,6,0,0,252,1,236,0,12
1954,Postgraduate,Single,90933,3/31/2014,90,1,0,0,90,0,1685,1,15
1945,Postgraduate,Single,113734,5/28/2014,9,1,0,0,32,0,277,0,27
1983,Graduate,Single,22148,4/13/2014,16,7,0,0,77,0,49,0,5
1987,Postgraduate,Partner,73395,3/18/2014,94,2,0,0,103,0,397,0,15
1971,Graduate,Single,29819,10/24/2013,77,6,0,0,248,1,39,0,9
1968,Graduate,Partner,45688,1/25/2014,20,4,0,0,155,1,306,1,14
1971,Postgraduate,Partner,60491,9/6/2013,81,5,0,0,296,1,1028,0,28
1986,Graduate,Partner,33235,2/5/2014,71,7,0,0,144,1,70,0,7
1959,Graduate,Partner,35701,3/19/2013,36,6,0,0,467,0,46,0,5
1980,Postgraduate,Partner,31535,9/26/2013,95,7,0,0,276,1,51,1,5
1960,Graduate,Partner,92556,4/20/2014,32,0,0,0,70,0,1263,0,21
1970,Graduate,Single,67384,11/10/2012,32,5,0,0,596,1,1490,1,22
1967,Graduate,Partner,77870,8/22/2012,93,8,0,1,676,1,1815,2,18
1963,Postgraduate,Single,52278,1/25/2013,24,8,0,0,520,1,1198,0,31
1968,Graduate,Single,57107,8/24/2012,44,8,0,1,674,1,416,2,23
1981,Postgraduate,Single,36038,5/31/2013,82,6,0,0,394,1,47,0,8
1965,Postgraduate,Partner,34230,12/26/2012,72,7,0,0,550,2,21,0,4
1977,Graduate,Single,31878,6/22/2014,7,3,0,0,7,1,70,0,6
1972,Graduate,Partner,70932,1/19/2014,57,3,0,0,161,1,909,0,22
1956,Graduate,Single,91249,10/20/2012,84,4,0,1,617,0,1676,4,22
1943,Postgraduate,Single,77598,10/1/2013,53,3,0,0,271,0,1735,1,26
1959,Graduate,Single,80982,1/8/2013,48,5,1,0,537,2,1191,0,30
1977,Postgraduate,Partner,22701,9/5/2013,2,5,0,0,297,1,24,0,5
1970,Graduate,Partner,70617,6/23/2013,45,2,0,0,371,0,1280,0,14
1957,Graduate,Single,64849,11/13/2012,42,5,0,1,593,0,1336,0,19
1965,Postgraduate,Partner,62694,6/17/2013,29,7,0,0,377,2,749,0,24
1974,Postgraduate,Partner,61917,11/20/2013,83,5,0,0,221,2,91,0,7
1947,Postgraduate,Partner,67472,9/28/2013,93,3,0,0,274,1,414,0,15
1982,Postgraduate,Partner,21059,1/7/2014,40,6,0,0,173,1,44,0,9
1968,Postgraduate,Partner,29543,4/1/2014,47,7,0,0,89,2,63,0,8
1951,Graduate,Partner,75903,4/8/2013,50,3,0,0,447,1,901,0,23
1975,Graduate,Partner,34984,9/6/2012,40,7,0,0,661,2,38,0,6
1956,Postgraduate,Single,54998,3/10/2013,3,4,0,1,476,1,455,0,20
1949,Postgraduate,Single,54356,11/19/2012,62,8,0,1,587,1,775,0,24
1959,Postgraduate,Partner,34242,3/23/2014,25,5,0,0,98,1,15,0,4
1973,Graduate,Partner,25410,8/31/2013,48,4,0,0,302,1,38,0,6
1984,Postgraduate,Partner,73356,2/6/2014,56,2,0,1,143,0,1512,3,22
1950,Graduate,Partner,28320,1/14/2013,68,8,0,0,531,1,43,0,5
1977,Graduate,Single,23763,8/7/2012,64,7,0,0,691,1,42,0,5
1984,Graduate,Partner,72570,4/25/2014,67,1,0,0,65,0,1089,0,23
1976,Postgraduate,Partner,34529,9/14/2012,94,7,0,0,653,1,162,0,9
1951,Graduate,Single,70792,2/6/2013,82,3,0,0,508,0,1272,0,19
1982,Graduate,Partner,63211,11/2/2012,3,2,0,1,604,0,1173,0,20
1974,Postgraduate,Partner,83891,6/20/2014,24,1,0,0,9,1,816,0,22
1968,Graduate,Single,36065,3/31/2013,54,8,0,0,455,2,74,0,9
1940,Postgraduate,Single,51141,7/8/2013,96,5,0,0,356,0,157,0,9
1976,Graduate,Partner,56939,9/18/2013,19,3,0,0,284,1,561,0,18
1951,Graduate,Single,80872,5/12/2014,60,1,0,0,48,0,1336,0,19
1976,Postgraduate,Partner,72335,8/13/2012,2,8,0,1,685,0,2092,0,23
1964,Postgraduate,Single,61798,11/23/2013,13,4,0,0,218,0,463,0,16
1950,Postgraduate,Single,76842,5/3/2014,37,0,0,0,57,0,1130,0,17
1976,Graduate,Partner,29478,1/17/2014,59,6,0,0,163,1,20,0,5
1956,Graduate,Single,46998,10/22/2012,55,7,0,0,615,1,377,1,18
1990,Graduate,Single,96843,4/23/2013,60,2,0,1,432,0,1544,1,28
1965,Postgraduate,Partner,70053,7/3/2013,38,5,0,0,361,1,1012,0,26
1962,Postgraduate,Single,71670,7/9/2013,8,6,0,1,355,0,1766,3,15
1978,Graduate,Partner,44359,6/17/2014,19,3,0,0,12,2,45,0,9
1952,Graduate,Single,40887,5/6/2013,32,9,0,1,419,2,161,0,10
1966,Graduate,Single,48877,1/5/2014,27,7,0,0,175,1,144,0,8
1947,Graduate,Partner,74485,8/24/2013,58,3,0,0,309,0,1734,0,26
1972,Graduate,Partner,64474,10/22/2013,59,5,0,0,250,1,823,0,22
1963,Graduate,Partner,77226,2/28/2014,29,3,0,0,121,1,1138,0,28
1949,Graduate,Single,72643,2/27/2013,60,2,0,1,487,0,1429,1,21
1978,Postgraduate,Partner,85738,1/23/2014,41,1,0,0,157,0,1371,2,21
1966,Graduate,Single,55686,2/14/2013,27,4,0,0,500,1,982,1,16
1983,Graduate,Single,39062,3/25/2014,28,4,0,0,96,1,44,1,5
1975,Graduate,Partner,40794,4/7/2013,18,7,0,0,448,1,434,0,16
1969,Graduate,Partner,4428,10/5/2013,0,1,0,0,267,1,359,0,25
1963,Graduate,Partner,32632,8/2/2012,32,5,0,0,696,0,576,0,18
1968,Postgraduate,Single,38236,9/20/2013,2,7,0,0,282,2,88,0,11
1979,Graduate,Partner,36781,4/10/2014,16,8,0,1,80,1,63,0,6
1984,Postgraduate,Single,31385,12/5/2012,56,8,0,1,571,1,27,1,4
1984,Graduate,Partner,24570,2/27/2013,97,9,0,0,487,1,193,0,11
1951,Graduate,Partner,94642,2/12/2014,35,1,0,0,137,0,2211,2,21
1962,Postgraduate,Partner,58646,6/10/2013,3,4,0,0,384,1,140,0,8
1975,Graduate,Single,53201,2/12/2013,49,7,0,0,502,2,415,0,22
1978,Graduate,Partner,57113,2/6/2013,45,7,0,0,508,2,263,0,16
1991,Graduate,Partner,51373,6/22/2013,37,4,0,0,372,0,393,0,12
1986,Graduate,Partner,23477,10/21/2013,39,8,0,0,251,1,147,0,10
1956,Graduate,Partner,58116,4/13/2014,38,2,0,0,77,1,443,0,16
1963,Postgraduate,Single,72968,12/16/2013,8,3,0,1,195,0,1958,1,19
1971,Postgraduate,Partner,39791,3/28/2013,89,7,0,0,458,1,174,0,10
1947,Postgraduate,Single,91712,10/17/2013,47,3,0,1,255,0,2217,1,27
1958,Graduate,Single,94472,4/3/2014,75,5,0,0,87,1,1691,2,16
1960,Graduate,Partner,13672,4/17/2013,86,8,0,0,438,2,25,0,6
1980,Graduate,Partner,96547,5/23/2014,4,2,0,1,37,0,809,3,21
1975,Graduate,Partner,79205,8/29/2012,73,4,0,1,669,0,895,1,16
1975,Postgraduate,Partner,56559,12/25/2012,46,4,0,0,551,1,484,0,18
1973,Postgraduate,Partner,32644,1/16/2013,38,8,0,0,529,1,413,1,18
1980,Graduate,Single,67506,1/2/2014,73,3,0,0,178,1,331,0,12
1970,Graduate,Single,24206,3/8/2013,66,6,0,0,478,1,25,0,5
1967,Postgraduate,Single,28420,12/24/2013,36,6,0,0,187,1,13,0,4
1970,Graduate,Partner,22979,9/6/2012,29,8,0,1,661,1,115,0,10
1966,Graduate,Single,33279,6/12/2014,29,3,0,0,17,0,16,0,4
1977,Graduate,Partner,30368,11/7/2013,97,8,0,0,234,1,52,0,7
1970,Graduate,Partner,63684,11/26/2012,61,5,0,0,580,1,1464,0,23
1964,Graduate,Single,41638,2/13/2013,68,8,0,0,501,1,441,1,17
1959,Postgraduate,Single,68805,9/17/2013,73,2,0,0,285,1,283,0,12
1966,Postgraduate,Partner,65814,3/2/2014,90,5,0,0,119,1,747,0,23
1958,Graduate,Single,71964,5/20/2013,81,3,0,0,405,0,1870,0,17
1986,Graduate,Single,39146,2/14/2013,1,8,0,0,500,1,165,0,11
1977,Graduate,Partner,96876,8/6/2013,79,2,0,1,327,0,1941,3,24
1981,Undergraduate,Partner,34445,1/27/2013,92,9,0,0,518,0,839,0,27
1958,Graduate,Single,68281,8/7/2012,31,5,0,1,691,0,1655,0,25
1983,Graduate,Partner,36790,3/1/2013,14,9,0,1,485,0,66,0,6
1967,Graduate,Partner,27943,4/15/2013,89,8,0,0,440,2,37,0,8
1951,Graduate,Single,22263,3/30/2014,31,6,1,0,91,2,21,0,6
1972,Graduate,Partner,30261,9/25/2012,75,8,0,0,642,3,22,0,4
1978,Graduate,Partner,28587,2/12/2014,42,6,0,0,137,1,78,0,9
1982,Postgraduate,Partner,43815,4/5/2013,53,6,0,0,450,1,79,0,6
1956,Graduate,Partner,48195,1/21/2014,53,6,0,0,159,2,265,0,17
1952,Postgraduate,Partner,77027,2/5/2014,23,4,0,0,144,1,1175,0,19
1965,Postgraduate,Partner,71322,2/16/2013,57,4,0,0,498,1,1305,0,28
1979,Postgraduate,Partner,32765,2/23/2014,49,5,0,0,126,1,46,0,8
1953,Graduate,Single,23272,10/17/2013,29,4,0,0,255,0,46,0,5
1949,Postgraduate,Partner,49912,9/7/2012,5,8,0,1,660,1,874,1,26
1985,Graduate,Partner,7500,8/1/2012,98,9,0,0,697,1,100,0,10
1947,Postgraduate,Single,68117,3/10/2013,80,6,0,1,476,1,930,1,25
1955,Graduate,Partner,67225,11/26/2013,4,5,0,0,215,1,868,0,23
1976,Graduate,Partner,17649,11/12/2013,70,8,0,0,229,1,45,0,9
1975,Graduate,Partner,55914,4/29/2013,32,7,0,0,426,1,1260,0,29
1984,Graduate,Partner,40059,9/28/2013,82,8,0,0,274,1,414,1,12
1950,Graduate,Partner,60905,12/5/2013,27,2,0,0,206,1,392,0,15
1977,Graduate,Partner,75330,10/4/2012,94,6,0,0,633,2,1109,0,29
1951,Graduate,Single,60689,6/1/2013,23,3,0,0,393,1,639,0,22
1984,Graduate,Partner,38680,3/28/2013,97,7,0,0,458,1,79,0,6
1982,Graduate,Partner,61416,2/8/2013,25,6,0,0,506,0,1665,1,24
1991,Graduate,Single,49767,5/2/2013,92,4,0,0,423,0,692,0,18
1970,Graduate,Single,83273,9/25/2012,98,7,0,0,642,3,1392,0,29
1981,Graduate,Partner,29009,11/29/2013,19,6,0,0,212,1,44,0,7
1979,Postgraduate,Partner,45057,12/1/2013,80,5,0,0,210,1,50,0,6
1971,Graduate,Partner,37150,9/11/2012,80,7,0,0,656,1,467,0,21
1970,Graduate,Single,43020,11/30/2013,79,6,0,0,211,1,223,0,12
1959,Graduate,Partner,53154,6/9/2014,50,4,0,0,20,1,158,0,9
1973,Graduate,Partner,65308,9/11/2013,60,4,0,0,291,0,1211,2,28
1970,Graduate,Single,76467,8/17/2012,44,6,0,1,681,1,1575,0,14
1947,Graduate,Partner,81044,12/27/2013,0,1,0,0,184,0,1208,0,22
1951,Graduate,Partner,32871,3/9/2013,28,4,0,0,477,2,43,0,5
1975,Graduate,Single,55801,9/22/2013,35,7,0,0,280,2,527,1,21
1959,Graduate,Single,76320,6/22/2014,49,2,0,0,7,1,932,0,15
1955,Postgraduate,Single,36927,6/2/2014,46,8,0,0,27,2,71,0,8
1953,Graduate,Partner,48794,6/26/2014,97,4,0,0,3,2,54,0,5
1965,Graduate,Single,23478,3/19/2013,51,8,0,0,467,0,129,0,7
1973,Graduate,Single,71128,10/6/2012,80,7,0,0,631,1,1615,0,27
1950,Graduate,Partner,59462,1/5/2013,29,7,0,0,540,1,1088,0,25
1978,Graduate,Partner,42554,1/12/2013,93,4,0,0,533,2,41,0,7
1951,Graduate,Single,67046,1/6/2013,92,2,0,0,539,1,993,0,15
1948,Graduate,Partner,42192,9/6/2013,40,4,0,0,296,0,100,0,7
1952,Postgraduate,Partner,77610,10/29/2012,70,7,0,0,608,1,1680,0,17
1984,Graduate,Partner,31761,4/5/2014,96,5,0,0,85,1,98,0,9
1979,Graduate,Partner,34350,10/19/2013,81,7,0,0,253,1,48,0,5
1949,Graduate,Partner,54591,8/5/2013,63,5,0,0,328,1,519,0,19
1956,Graduate,Partner,71866,12/25/2013,85,3,0,0,186,1,715,0,20
1983,Graduate,Partner,69520,7/7/2013,95,5,0,0,357,0,1455,0,21
1970,Graduate,Single,64713,2/7/2014,11,4,0,1,142,1,602,0,19
1977,Postgraduate,Partner,27889,7/5/2013,42,6,0,0,359,1,26,0,5
1960,Undergraduate,Single,22123,3/27/2014,77,5,0,0,94,0,102,0,7
1973,Graduate,Partner,27803,8/26/2012,40,8,0,0,672,1,176,0,9
1960,Graduate,Partner,51651,11/7/2012,32,8,0,0,599,1,433,0,17
1992,Graduate,Partner,87000,12/15/2012,61,2,0,0,561,0,961,0,18
1959,Graduate,Partner,79823,3/31/2014,6,2,0,0,90,1,1518,1,23
1980,Graduate,Single,30828,10/4/2013,16,3,0,0,268,1,56,0,8
1971,Postgraduate,Partner,34109,11/6/2013,39,4,0,0,235,1,22,0,4
1974,Postgraduate,Single,53367,8/31/2013,2,7,0,1,302,2,400,0,21
1969,Undergraduate,Partner,22390,10/21/2013,49,7,0,0,251,0,26,0,4
1976,Graduate,Partner,71322,5/2/2014,31,2,0,0,58,1,350,0,13
1993,Graduate,Single,79244,12/19/2012,58,1,0,1,557,0,1216,2,22
1950,Postgraduate,Partner,48699,5/21/2013,90,5,0,0,404,2,40,0,5
1975,Graduate,Partner,80144,9/30/2013,47,1,0,0,272,0,1367,0,19
1956,Graduate,Single,54252,5/28/2013,25,6,0,0,397,2,264,0,15
1976,Postgraduate,Partner,81929,9/29/2012,60,6,0,1,638,1,2053,2,20
1975,Graduate,Partner,76068,11/29/2012,67,6,0,0,577,1,1376,2,10
1976,Postgraduate,Partner,53204,3/20/2014,40,4,0,0,101,2,45,0,5
1984,Graduate,Partner,14796,9/17/2012,1,9,0,1,650,1,51,0,6
1974,Postgraduate,Partner,78128,2/19/2014,89,3,0,0,130,1,1264,2,20
1972,Undergraduate,Partner,14188,2/28/2013,40,6,0,0,486,0,75,0,7
1970,Graduate,Single,72967,12/15/2012,1,5,0,1,561,1,497,1,19
1949,Postgraduate,Partner,48150,6/8/2013,24,7,0,0,386,1,266,0,13
1961,Graduate,Single,82332,9/17/2012,89,2,0,1,650,0,2006,1,21
1955,Graduate,Single,58275,6/2/2013,48,7,0,0,392,2,615,0,23
1981,Postgraduate,Partner,44953,12/21/2012,31,6,0,0,555,0,1021,1,24
1953,Graduate,Partner,34587,5/16/2014,68,4,0,0,44,2,22,0,6
1974,Postgraduate,Partner,43018,11/1/2013,46,5,0,0,240,1,133,0,7
1954,Postgraduate,Partner,45736,7/24/2013,92,7,0,0,340,1,437,0,19
1969,Postgraduate,Partner,66476,12/4/2013,80,4,0,0,207,1,1013,0,26
1981,Graduate,Partner,27733,8/26/2013,16,7,0,0,307,1,57,0,7
1952,Postgraduate,Partner,69805,1/21/2014,50,2,0,0,159,1,1038,0,27
1962,Postgraduate,Single,72217,4/10/2013,93,2,0,0,445,0,1573,0,22
1971,Graduate,Single,25818,10/18/2012,51,7,0,0,619,1,28,0,4
1976,Postgraduate,Partner,37509,9/12/2012,24,7,0,0,655,1,123,0,9
1976,Graduate,Partner,25176,8/10/2013,79,7,0,0,323,2,13,0,4
1980,Graduate,Partner,43586,8/30/2012,26,8,0,0,668,1,132,0,10
1956,Graduate,Partner,53230,8/3/2012,86,5,0,0,695,1,732,0,23
1957,Graduate,Partner,50116,6/20/2014,68,5,0,0,9,2,66,1,7
1986,Postgraduate,Partner,82333,3/30/2013,60,2,0,1,456,0,1822,1,18
1965,Postgraduate,Partner,65220,9/3/2012,3,6,0,1,664,0,1282,0,23
1974,Graduate,Partner,33590,11/3/2013,65,7,0,0,238,3,8,0,4
1976,Postgraduate,Single,72309,3/11/2013,64,3,0,1,475,0,1931,1,20
1949,Postgraduate,Partner,156924,8/29/2013,85,0,0,0,304,0,8,0,0
1980,Undergraduate,Partner,16005,8/14/2012,69,8,0,0,684,1,103,0,8
1957,Postgraduate,Single,65487,1/10/2014,48,2,0,0,170,0,1169,0,17
1965,Graduate,Partner,58692,4/6/2014,21,7,0,0,84,1,395,0,15
1969,Graduate,Single,40590,10/2/2013,30,6,0,0,270,2,258,1,15
1954,Postgraduate,Single,62637,3/1/2014,76,2,0,0,120,1,185,0,10
1966,Postgraduate,Single,29435,8/6/2012,11,9,0,1,692,2,180,0,11
1974,Graduate,Single,19346,1/30/2014,26,8,0,0,150,1,22,0,5
1971,Graduate,Partner,35788,1/23/2014,34,6,0,0,157,2,44,0,7
1968,Graduate,Single,36997,2/1/2013,72,5,0,0,513,2,94,0,12
1957,Graduate,Partner,23539,2/28/2014,13,6,0,0,121,0,81,0,7
1973,Graduate,Single,65333,1/17/2014,58,6,0,0,163,1,798,2,28
1957,Graduate,Single,78499,11/23/2013,12,4,0,1,218,0,1334,1,19
1971,Postgraduate,Partner,29732,3/25/2014,23,9,0,0,96,1,38,0,5
1960,Postgraduate,Partner,41275,3/24/2014,33,5,0,0,97,3,61,0,11
1973,Postgraduate,Partner,63516,7/6/2013,30,5,0,0,358,2,300,0,16
1962,Postgraduate,Partner,42769,10/12/2013,15,4,0,0,260,1,88,0,8
1958,Postgraduate,Partner,49572,12/15/2013,25,7,0,0,196,2,54,0,7
1972,Graduate,Partner,69209,9/17/2012,4,4,0,0,650,0,1782,1,16
1976,Graduate,Partner,17148,1/28/2014,80,8,0,0,152,1,68,0,11
1983,Graduate,Partner,32146,5/12/2014,16,6,0,0,48,1,66,0,8
1964,Graduate,Single,41713,4/29/2014,57,6,0,0,61,2,174,0,13
1975,Postgraduate,Partner,34176,1/22/2014,9,3,0,0,158,1,28,0,5
1955,Postgraduate,Partner,58482,3/12/2014,59,6,0,0,109,1,731,1,22
1965,Graduate,Single,59686,1/25/2014,78,4,0,0,155,1,274,0,12
1964,Postgraduate,Partner,60896,10/11/2012,90,6,0,1,626,1,1701,0,26
1980,Graduate,Partner,62994,3/4/2014,74,6,0,0,117,1,312,0,13
1957,Graduate,Partner,47320,8/1/2013,10,6,0,0,332,1,414,0,20
1949,Graduate,Single,74859,6/3/2013,63,3,0,0,391,0,1565,1,23
1992,Undergraduate,Single,15253,10/28/2013,13,7,0,0,244,1,29,0,6
1974,Postgraduate,Single,31560,6/24/2013,98,8,0,0,370,1,94,0,8
1990,Postgraduate,Single,91172,3/27/2013,94,3,0,1,459,0,1092,4,14
1984,Graduate,Partner,90000,12/23/2013,91,1,0,0,188,0,1479,3,18
1981,Graduate,Single,41967,11/23/2013,66,4,0,0,218,2,54,0,5
1965,Graduate,Single,69263,3/5/2014,14,6,0,0,116,1,568,1,18
1970,Graduate,Single,65706,6/28/2013,77,7,0,1,366,0,1199,3,27
1975,Graduate,Partner,60934,1/17/2014,41,4,0,0,163,1,873,0,23
1951,Graduate,Partner,71965,7/29/2013,21,3,0,0,335,1,1213,0,17
1955,Graduate,Partner,65210,3/10/2014,25,6,0,0,111,1,731,2,22
1975,Postgraduate,Partner,79174,1/11/2013,2,2,0,1,534,0,2043,2,19
1967,Postgraduate,Single,81380,12/22/2012,51,2,0,0,554,0,1893,0,17
1973,Postgraduate,Single,48432,10/18/2012,3,8,0,0,619,1,424,0,19
1971,Graduate,Partner,52914,1/7/2013,32,7,0,0,538,1,575,1,15
1974,Graduate,Partner,26067,11/4/2013,49,8,0,0,237,1,56,0,9
1972,Postgraduate,Partner,44325,3/7/2013,69,8,0,0,479,1,542,1,21
1978,Undergraduate,Single,26487,5/20/2013,23,5,0,0,405,1,69,0,9
1957,Graduate,Partner,53233,3/18/2014,18,4,0,0,103,1,40,0,5
1960,Graduate,Partner,67716,1/10/2013,8,5,0,0,535,1,1016,1,28
1972,Postgraduate,Partner,76234,2/6/2014,21,3,0,0,143,1,907,1,23
1956,Postgraduate,Partner,84117,5/11/2014,60,2,0,0,49,0,1566,1,24
1957,Postgraduate,Partner,65487,1/10/2014,48,2,0,0,170,0,1169,0,17
1972,Undergraduate,Partner,25224,3/16/2014,36,3,0,0,105,1,46,0,7
1983,Postgraduate,Single,89616,2/25/2013,36,2,0,1,489,0,1644,0,25
1971,Graduate,Single,40851,2/21/2013,63,7,0,0,493,2,59,0,5
1947,Graduate,Partner,27469,8/2/2012,2,6,0,0,696,0,17,0,4
1957,Graduate,Partner,82347,11/6/2012,38,3,0,1,600,0,1853,2,25
1957,Graduate,Partner,73803,8/1/2012,61,6,0,1,697,1,1528,1,22
1952,Postgraduate,Single,8820,3/22/2013,52,8,0,0,464,2,35,0,10
1974,Graduate,Single,43322,4/21/2014,25,7,0,0,69,0,141,0,8
1973,Graduate,Partner,55593,8/21/2013,63,6,0,0,312,1,546,1,17
1954,Graduate,Partner,50501,6/18/2013,10,6,0,1,376,2,500,1,20
1975,Graduate,Partner,37085,6/26/2014,65,8,0,0,3,2,61,0,10
1990,Undergraduate,Single,16185,8/5/2013,71,8,0,0,328,1,106,0,8
1969,Graduate,Single,57731,11/23/2012,0,6,0,0,583,1,704,0,26
1978,Graduate,Partner,73807,1/2/2013,88,2,0,0,543,1,849,0,23
1968,Graduate,Single,35893,10/15/2012,80,8,0,0,622,2,199,0,15
1980,Graduate,Partner,61014,8/11/2012,17,7,0,0,687,1,1147,0,20
1954,Graduate,Partner,32144,3/23/2014,76,7,0,0,98,2,54,1,10
1963,Undergraduate,Partner,14918,12/7/2012,52,6,0,0,569,1,43,0,5
1963,Graduate,Single,45146,7/15/2013,28,4,0,0,349,2,53,0,6
1955,Graduate,Single,41769,2/13/2013,31,8,0,0,501,1,521,0,22
1981,Graduate,Partner,88325,2/5/2014,42,2,0,0,144,0,1623,0,18
1950,Postgraduate,Single,38054,5/1/2014,24,7,0,0,59,2,45,0,7
1995,Graduate,Single,80617,10/12/2012,42,2,0,0,625,0,1435,0,19
1976,Graduate,Partner,5305,7/30/2013,12,13,0,0,334,1,32,0,1
1954,Graduate,Partner,36807,12/20/2012,88,6,0,0,556,2,16,0,4
1985,Postgraduate,Partner,40101,10/14/2012,73,7,0,0,623,1,415,0,17
1979,Graduate,Partner,58025,11/26/2013,81,4,0,0,215,1,470,0,18
1979,Graduate,Partner,7500,5/7/2013,7,7,0,0,418,1,53,0,11
1963,Postgraduate,Partner,33562,6/25/2014,33,4,0,0,4,3,51,0,9
1970,Postgraduate,Single,57642,1/9/2014,24,4,0,0,171,1,679,1,22
1979,Graduate,Partner,63777,3/24/2013,87,8,0,0,462,2,653,0,26
1962,Graduate,Single,57967,3/3/2013,39,5,0,0,483,1,468,0,19
1972,Graduate,Partner,24434,5/18/2014,9,7,0,0,42,2,50,0,7
1984,Graduate,Single,11012,3/16/2013,82,9,0,0,470,1,84,1,9
1970,Postgraduate,Single,44802,8/21/2012,71,8,0,0,677,0,1049,0,27
1986,Graduate,Single,26816,8/17/2012,50,4,0,0,681,0,22,0,4
1977,Graduate,Partner,666666,6/2/2013,23,6,0,0,392,1,62,0,11
1967,Graduate,Partner,61223,6/13/2013,46,5,0,0,381,1,1341,0,18
1981,Graduate,Single,56981,1/25/2014,91,6,0,0,155,0,1241,1,19
1956,Postgraduate,Partner,69245,1/24/2014,8,3,0,0,156,1,843,0,23
1954,Postgraduate,Partner,52869,10/15/2012,40,7,0,1,622,2,172,0,11
